heel%1:08:00::@{heel_0}@back of the foot@core@
grand%5:00:00:rich:03@{grand_0}@luxurious, opulent, sumptuous@core@
judicial%3:01:00::@{judicial_0}@juridical, juridic@core@
age%2:30:01::@{age_0}@get older@core@
bed%1:06:00::@{bed_0}@piece of furniture@core@
block%1:15:00::@{block_0}@city block@core@
physical%3:00:00::@{physical_0}@involving the body@core@
cut%1:26:00::@{cut_0}@gash, slash, wound@core@
stand%1:09:00::@{stand_0}@viewpoint, standpoint@core@
hand%1:18:00::@{hand_0}@hired hand, hired man@core@
society%1:14:00::@{society_0}@extended social group@core@
concept%1:09:00::@{concept_0}@conception, construct@core@
admire%2:37:00::@{admire_0}@look up to@core@
49067@{sværge_1_1}@love højtideligt@3rdOrderEntity@
connection%1:26:00::@{connection_0}@link, connectedness@core@
lock%1:08:00::@{lock_0}@curl, ringlet, whorl@core@
15480@{anlæg_5}@offentlig park el. have@Building+Object@
axis%1:06:00::@{axis_0}@axis of rotation@core@
situation%1:26:00::@{situation_0}@state of affairs@core@
biography%1:10:00::@{biography_0}@life story@core@
transport%1:04:00::@{transport_0}@transportation, shipping@core@
butterfly%1:05:00::@{butterfly_0}@diurnal insect@core@
voice%1:18:00::@{spokesperson_0}@interpreter, representative@core@
soccer%1:04:00::@{soccer_0}@@core@
wound%1:26:00::@{wound_0}@lesion@core@
album%1:10:00::@{album_0}@record album@core@
inspire%2:36:00::@{inspire_0}@supply the inspiration for@core@
49309@{tjene_3_1}@være ansat, ofte som tyende@Dynamic+Agentive+Purpose+Social@
participant%1:18:00::@{participant_0}@@core@
integration%1:04:00::@{integration_0}@desegregation@core@
land%1:26:00::@{land_0}@kingdom, realm@core@
essence%1:06:00::@{perfume_0}@essence@core@
brain%1:18:00::@{brain_0}@genius, mastermind@core@
psychology%1:09:00::@{psychology_0}@psychological science@core@
soap%1:06:00::@{soap_0}@cleansing agent@core@
impossible%3:00:00::@{impossible_0}@@core@
71538@{chauvinisme_1}@holdning præget af for høje tanker om den bestemte ...@3rdOrderEntity+Mental@
country%1:15:01::@{country_0}@rural area@core@
71536@{intonation_1}@melodien i et sprog el. en dialekt@Property+LanguageRepresentation@
compare%2:31:00::@{compare_0}@@core@
electronic%3:01:00::@{electronic_0}@@core@
habit%1:09:00::@{habit_0}@established custom@core@
first%3:00:00::@{first_0}@initial@core@
rehearsal%1:04:01::@{rehearsal_0}@dry run@core@
wall%1:06:00::@{wall_0}@architectural partition@core@
sand%1:27:00::@{sand_0}@finely ground particles@core@
beach%1:17:00::@{beach_0}@shore@core@
49246@{magi_1_1}@udførelse af tryllekunster@Dynamic+Agentive+Purpose@
reserve%1:21:00::@{supply_0}@backlog, stockpile, reserve, reservoir@core@
thigh%1:08:00::@{thigh_0}@part of the leg@core@
view%1:10:00::@{view_0}@opinion@core@
hold%2:42:13::@{hold_0}@bear, carry, contain@core@
47215@{jævne_2}@gøre suppe el. sovs mere tyktflydende@BoundedEvent+Cause+Physical@
47212@{mytologi_1}@en kulturs samlede bestand af myter, fx om verdens ...@3rdOrderEntity+Mental+Purpose(+Domain)@
myth%1:10:00::@{myth_0}@traditional story@core@
comfort%1:26:00::@{comfort_0}@comfortableness@core@
star%1:10:00::@{star_0}@asterisk@core@
file%1:06:01::@{file_0}@file cabinet, filing cabinet@core@
relief%1:26:00::@{relief_0}@ease, alleviation@core@
contest%1:04:00::@{contest_0}@@core@
47815@{DN:Asien}@Inserted by DanNet:@Place+Object+Artifact@
seal%1:05:00::@{seal_0}@marine mammal@core@
aluminium%1:27:00::@{aluminium_0}@aluminum, Al, silvery metal@core@
bride%1:18:01::@{bride_0}@participant in a marriage ceremony@core@
jerk%2:29:00::@{twitch_0}@jerk@core@
magnetic%3:01:00::@{magnetic_0}@relating to magnetism@core@
close%2:41:01::@{close_0}@finish, terminate, conclude, end@core@
trend%1:15:02::@{trend_0}@tendency@core@
worth%1:07:00::@{worth_0}@value@core@
ban%2:41:01::@{ostracize_0}@shun, blackball, expel from a community@core@
65088@{galge_1}@træstillads med reb hvor dødsdømte henrettes ved h ...@Instrument+Artifact+Object@
grammar%1:09:00::@{grammar_0}@@core@
philosopher%1:18:00::@{philosopher_0}@@core@
example%1:09:01::@{example_0}@exemplar, model, good example@core@
call%1:10:02::@{call_0}@cry, outcry, yell, shout, vociferation@core@
leg%1:13:00::@{leg_0}@limb@core@
long%3:00:02::@{long_0}@of relatively great duration@core@
village%1:14:00::@{village_0}@small town, settlement@core@
nephew%1:18:00::@{nephew_0}@@core@
flush%2:29:00::@{flush_0}@blush, redden@core@
conglomerate%1:14:00::@{conglomerate_0}@empire, group of companies@core@
new%5:00:00:unaccustomed:00@{new_0}@unfamiliar@core@
bury%2:35:00::@{bury_0}@place in the ground as for hiding@core@
2303@{påfylde_1}@føre noget, ofte en væske, ind i beholder e.l., ev ...@Underspecified@
football%1:04:00::@{football_0}@football game@core@
2307@{svale,2_1}@afkøle til en behagelig temperatur; gøre sval@Underspecified@
jump%2:31:00::@{skip_0}@pass over, skip over@core@
disability%1:26:00::@{disability_0}@disablement, handicap, impairment@core@
pure%3:00:01::@{pure_0}@having no faults, sinless@core@
stamp%1:10:01::@{stamp_0}@postage stamp@core@
suspicion%1:09:01::@{suspicion_0}@intuition, hunch@core@
spirit%1:26:01::@{spirit_0}@emotional state@core@
veteran%1:18:02::@{veteran_0}@veteran soldier@core@
upset%2:37:00::@{upset_0}@disturb, trouble, move deeply@core@
distortion%1:04:01::@{distortion_0}@misrepresenting@core@
unaware%3:00:03::@{unaware_0}@unwitting@core@
edition%1:10:02::@{edition_0}@publication@core@
fun%1:04:00::@{fun_0}@merriment, playfulness@core@
formula%1:10:01::@{formula_0}@statement of a fundamental principle@core@
spray%1:27:00::@{spray_0}@water in small drops@core@
fall%2:38:03::@{fall_0}@descend in free fall@core@
light%1:07:01::@{light_0}@luminosity, brightness, luminance@core@
49172@{kønsdiskrimination_0}@b-ord@Dynamic+Agentive+Physical+Purpose+Social@
49170@{internationalitet_0}@b-ord@Property@
side%1:15:00::@{side_0}@face@core@
49176@{husførelse_1}@det at passe et hjem, dvs. at sørge for madlavning ...@Dynamic+Agentive+Physical+Purpose@
49178@{svindle_1}@opnå fordele el. økonomisk vinding vha. snyd el. u ...@UnboundedEvent+Agentive+Purpose@
wrap%2:35:00::@{wrap_0}@enfold in a tissue@core@
48228@{nummerering_1_1}@nummer der er tildelt som resultat af denne proces ...@LanguageRepresentation+Artifact+Object@
sun%1:28:00::@{Sunday_0}@Lord's Day@core@
48556@{fortjene_1}@være værdig til at modtage noget i kraft af en bes ...@UnboundedEvent@
48226@{personlig_3}@som vedrører el. er rettet mod private el. intime  ...@Property@
48553@{betjene_1}@opfylde ønsker fra, ekspedere bestillinger fra el. ...@UnboundedEvent+Agentive+Physical+Social@
48552@{hyggesnakke_0}@b-ord@UnboundedEvent+Agentive+Communication+Social@
48551@{studere_2}@tilegne sig viden om; undersøge videnskabeligt@UnboundedEvent+Agentive+Mental@
48222@{hastighedsbegrænsning_2; fartbegrænsning_1}@det at fastsætte grænser for hvor hurtigt man må k ...@3rdOrderEntity+Mental+Purpose+Social@
point%1:09:01::@{point_0}@detail, item@core@
tension%1:26:00::@{tension_0}@latent hostility@core@
card%1:10:05::@{card_0}@menu, bill of fare, carte du jour, carte@core@
copyright%1:10:00::@{copyright_0}@right of publication@core@
collar%1:06:02::@{collar_0}@harness@core@
reliable%3:00:00::@{reliable_0}@dependable@core@
sign%1:10:01::@{sign_0}@gesture that is part of a sign language@core@
smell%2:39:01::@{smell_0}@perceive by the olfactory sense@core@
portrait%1:06:00::@{portrait_0}@portrayal, likeness@core@
official%3:00:00::@{official_0}@having official authority@core@
practical%3:00:00::_b@{practical_0}@efficient@core@
format%1:10:00::@{format_0}@formatting, data format, data formatting@core@
illness%1:26:00::@{illness_0}@unwellness, malady, sickness@core@
record%1:04:00::@{record_0}@extreme attainment, the best/worst performance eve ...@core@
scientist%1:18:00::@{scientist_0}@@core@
room%1:06:00::@{room_0}@area within a building@core@
understand%2:31:04::@{understand_0}@sympathize, empathize@core@
adoption%1:04:02::@{adoption_0}@child adoption@core@
jealous%5:00:00:desirous:00@{jealous_0}@covetous, envious@core@
